Job_ID,Job_Title,Industry,Location,Work_Type,Experience_Level,Required_Skills,Min_Salary_INR,Max_Salary_INR,Posting_Date
JOB-204973,Accountant,Finance,Pune,Hybrid,Executive,"Financial Modeling, Excel",2953810,4118667,2026-05-05
JOB-204974,Marketing Manager,Marketing,Mumbai,On-Site,Senior,Content Writing,1436254,1763319,2026-04-12
JOB-204975,Investment Banker,Finance,Gurugram,On-Site,Lead,"Financial Modeling, Excel",2314422,3440974,2026-05-01
JOB-204976,Social Media Expert,Marketing,Bengaluru,Hybrid,Senior,Digital Marketing,1233101,1659218,2026-03-28
JOB-204977,DevOps Engineer,IT & Tech,Mumbai,On-Site,Senior,"AWS, Docker",1892459,2620582,2026-03-21
JOB-204978,Clinical Data Analyst,Healthcare,Hyderabad,Remote,Executive,"Healthcare Data, SQL",2673094,3277345,2026-05-14
JOB-204979,Accountant,Finance,Gurugram,Remote,Entry-Level,"Accounting, Tally",668182,935316,2026-02-15
JOB-204980,Healthcare Administrator,Healthcare,Noida,Hybrid,Executive,"Healthcare Data, SQL",2652112,3370364,2026-01-22
JOB-204981,Risk Manager,Finance,Delhi,On-Site,Executive,Risk Assessment,3184390,4589402,2026-05-13
JOB-204982,Accountant,Finance,Hyderabad,Hybrid,Mid-Level,Investment Analysis,1151342,1449959,2026-05-14
JOB-204983,Product Manager,IT & Tech,Hyderabad,Remote,Entry-Level,"SQL, Tableau, Power BI",852432,1139599,2026-05-25
JOB-204984,Social Media Expert,Marketing,Hyderabad,Hybrid,Mid-Level,Content Writing,1079987,1492628,2026-02-23
JOB-204985,Healthcare Administrator,Healthcare,Hyderabad,Hybrid,Senior,Hospital Administration,1397984,2075297,2026-05-02
JOB-204986,Financial Analyst,Finance,Gurugram,Hybrid,Entry-Level,Investment Analysis,1101727,1374307,2026-04-07
JOB-204987,Software Engineer,IT & Tech,Delhi,Hybrid,Mid-Level,"Python, Machine Learning",1637360,2154835,2026-03-18
JOB-204988,Marketing Manager,Marketing,Delhi,Hybrid,Executive,Social Media Management,2814873,3770589,2026-05-11
JOB-204989,Risk Manager,Finance,Noida,Remote,Executive,"Accounting, Tally",2927524,4228245,2026-02-12
JOB-204990,Content Strategist,Marketing,Hyderabad,Hybrid,Lead,"SEO, Google Analytics",1939605,2703301,2026-02-11
JOB-204991,Risk Manager,Finance,Gurugram,Remote,Executive,Risk Assessment,2918634,3674083,2026-05-17
JOB-204992,Risk Manager,Finance,Mumbai,On-Site,Executive,Risk Assessment,2640203,3339363,2026-05-18
JOB-204993,Healthcare Administrator,Healthcare,Pune,On-Site,Executive,"Healthcare Data, SQL",2975379,3570493,2026-03-15
JOB-204994,Financial Analyst,Finance,Mumbai,Remote,Executive,Investment Analysis,2912676,3958531,2026-02-12
JOB-204995,Bioinformatics Scientist,Healthcare,Gurugram,On-Site,Lead,"Bioinformatics, Python",2120046,3105975,2026-04-07
JOB-204996,Cybersecurity Analyst,IT & Tech,Gurugram,On-Site,Entry-Level,"SQL, Tableau, Power BI",1382525,1714742,2026-02-06
JOB-204997,Clinical Data Analyst,Healthcare,Gurugram,Remote,Lead,Hospital Administration,1725738,2389569,2026-05-03
JOB-204998,Risk Manager,Finance,Mumbai,Hybrid,Entry-Level,Risk Assessment,949225,1401037,2026-03-01
JOB-204999,Data Scientist,IT & Tech,Pune,On-Site,Mid-Level,"React, Node.js",1462263,1866322,2026-05-26
JOB-205000,Investment Banker,Finance,Gurugram,On-Site,Mid-Level,Risk Assessment,966253,1340743,2026-05-31
JOB-205001,Bioinformatics Scientist,Healthcare,Hyderabad,Remote,Lead,"Bioinformatics, Python",1889534,2818238,2026-03-25
JOB-205002,Marketing Manager,Marketing,Noida,Hybrid,Entry-Level,Digital Marketing,708835,899703,2026-04-11
JOB-205003,Content Strategist,Marketing,Delhi,On-Site,Senior,Digital Marketing,1577252,1938235,2026-01-13
JOB-205004,Social Media Expert,Marketing,Pune,On-Site,Executive,"SEO, Google Analytics",2670002,3367843,2026-03-24
JOB-205005,Accountant,Finance,Delhi,On-Site,Entry-Level,Risk Assessment,542919,654503,2026-03-06
JOB-205006,Content Strategist,Marketing,Noida,Hybrid,Mid-Level,Content Writing,971778,1253473,2026-04-10
JOB-205007,Financial Analyst,Finance,Gurugram,Hybrid,Senior,"Financial Modeling, Excel",1651977,2364096,2026-02-13
JOB-205008,Cloud Architect,IT & Tech,Gurugram,Remote,Senior,"SQL, Tableau, Power BI",1955732,2855837,2026-05-24
JOB-205009,Bioinformatics Scientist,Healthcare,Pune,On-Site,Executive,"Bioinformatics, Python",2539282,3736044,2026-03-25
JOB-205010,Data Scientist,IT & Tech,Gurugram,Remote,Mid-Level,"Java, Spring Boot",1494996,2072111,2026-05-26
JOB-205011,Bioinformatics Scientist,Healthcare,Noida,Hybrid,Senior,"Bioinformatics, Python",1429319,1965531,2026-01-29
JOB-205012,Content Strategist,Marketing,Delhi,Remote,Mid-Level,Content Writing,909804,1099676,2026-05-30
JOB-205013,Accountant,Finance,Chennai,On-Site,Entry-Level,Investment Analysis,834854,1089274,2026-04-20
JOB-205014,Clinical Data Analyst,Healthcare,Pune,Hybrid,Senior,"Bioinformatics, Python",1485462,2098741,2026-01-13
JOB-205015,Software Engineer,IT & Tech,Noida,Hybrid,Executive,"Java, Spring Boot",2930400,4375933,2026-05-05
JOB-205016,Risk Manager,Finance,Pune,Remote,Lead,"Accounting, Tally",2326817,3065827,2026-01-22
JOB-205017,DevOps Engineer,IT & Tech,Gurugram,Remote,Executive,"AWS, Docker",2665504,3886016,2026-03-07
JOB-205018,Social Media Expert,Marketing,Pune,Hybrid,Lead,Digital Marketing,1602171,2238329,2026-05-21
JOB-205019,Risk Manager,Finance,Noida,On-Site,Executive,Risk Assessment,2947214,4172497,2026-05-26
JOB-205020,Data Scientist,IT & Tech,Mumbai,On-Site,Lead,"React, Node.js",2139347,2832280,2026-01-24
JOB-205021,Marketing Manager,Marketing,Pune,On-Site,Entry-Level,Social Media Management,860623,1079267,2026-04-03
JOB-205022,Risk Manager,Finance,Delhi,Hybrid,Executive,Investment Analysis,2524555,3108428,2026-05-30
JOB-205023,Investment Banker,Finance,Delhi,On-Site,Entry-Level,Investment Analysis,945888,1270112,2026-04-22
JOB-205024,Financial Analyst,Finance,Gurugram,Hybrid,Lead,Investment Analysis,1987788,2744376,2026-02-26
JOB-205025,Accountant,Finance,Bengaluru,Remote,Executive,Risk Assessment,2832149,3738422,2026-01-22
JOB-205026,Investment Banker,Finance,Delhi,On-Site,Mid-Level,"Accounting, Tally",903866,1246074,2026-05-29
JOB-205027,Healthcare Administrator,Healthcare,Delhi,Hybrid,Executive,Hospital Administration,2901375,3856099,2026-04-07
JOB-205028,SEO Specialist,Marketing,Gurugram,Hybrid,Entry-Level,Digital Marketing,703631,896925,2026-05-31
JOB-205029,Software Engineer,IT & Tech,Pune,On-Site,Entry-Level,"SQL, Tableau, Power BI",1350437,1661710,2026-05-19
JOB-205030,Social Media Expert,Marketing,Gurugram,Hybrid,Senior,Digital Marketing,1466132,1953543,2026-02-04
JOB-205031,Healthcare Administrator,Healthcare,Delhi,On-Site,Senior,"Bioinformatics, Python",1636752,2042378,2026-03-04
JOB-205032,Investment Banker,Finance,Gurugram,Remote,Executive,"Financial Modeling, Excel",2593714,3573271,2026-02-15
JOB-205033,Investment Banker,Finance,Chennai,Hybrid,Entry-Level,Risk Assessment,1183959,1651660,2026-03-12
JOB-205034,Healthcare Administrator,Healthcare,Chennai,Remote,Entry-Level,"Healthcare Data, SQL",486598,644293,2026-03-18
JOB-205035,Healthcare Administrator,Healthcare,Pune,Hybrid,Senior,"Bioinformatics, Python",1799793,2536991,2026-02-27
JOB-205036,Data Scientist,IT & Tech,Delhi,Remote,Entry-Level,"SQL, Tableau, Power BI",1131904,1615147,2026-04-04
JOB-205037,Software Engineer,IT & Tech,Pune,On-Site,Senior,"Java, Spring Boot",1475698,2032492,2026-05-01
JOB-205038,Investment Banker,Finance,Delhi,Hybrid,Mid-Level,"Financial Modeling, Excel",1437621,1873620,2026-01-20
JOB-205039,Cybersecurity Analyst,IT & Tech,Pune,Hybrid,Lead,"React, Node.js",2020095,2750904,2026-05-03
JOB-205040,Cloud Architect,IT & Tech,Delhi,Remote,Senior,"Cybersecurity, Network",1607346,2042536,2026-03-25
JOB-205041,Clinical Data Analyst,Healthcare,Delhi,Hybrid,Executive,"Bioinformatics, Python",2851434,4205649,2026-05-30
JOB-205042,Cybersecurity Analyst,IT & Tech,Noida,Hybrid,Executive,"React, Node.js",3326220,4902704,2026-02-14
JOB-205043,Marketing Manager,Marketing,Noida,Remote,Lead,Content Writing,1912253,2823325,2026-01-08
JOB-205044,Social Media Expert,Marketing,Gurugram,Remote,Mid-Level,"SEO, Google Analytics",1222532,1740144,2026-03-21
JOB-205045,Accountant,Finance,Delhi,Remote,Mid-Level,"Financial Modeling, Excel",976032,1336798,2026-03-12
JOB-205046,Investment Banker,Finance,Mumbai,On-Site,Mid-Level,Investment Analysis,1516624,2103903,2026-02-27
JOB-205047,Risk Manager,Finance,Delhi,Hybrid,Executive,"Accounting, Tally",2781493,3733291,2026-03-28
JOB-205048,DevOps Engineer,IT & Tech,Bengaluru,On-Site,Senior,"Cybersecurity, Network",2108695,2772399,2026-05-22
JOB-205049,Healthcare Administrator,Healthcare,Bengaluru,Remote,Executive,Hospital Administration,2519742,3303841,2026-04-03
JOB-205050,Marketing Manager,Marketing,Delhi,Hybrid,Executive,Content Writing,2753017,3594574,2026-04-13
JOB-205051,Risk Manager,Finance,Noida,On-Site,Entry-Level,Investment Analysis,1188602,1692743,2026-01-17
JOB-205052,Content Strategist,Marketing,Pune,On-Site,Senior,Social Media Management,1510807,1980810,2026-01-02
JOB-205053,Clinical Data Analyst,Healthcare,Chennai,Hybrid,Mid-Level,"Bioinformatics, Python",1106895,1591266,2026-04-30
JOB-205054,Financial Analyst,Finance,Mumbai,On-Site,Executive,"Accounting, Tally",2608760,3557663,2026-03-05
JOB-205055,Social Media Expert,Marketing,Gurugram,Remote,Mid-Level,Digital Marketing,876312,1292634,2026-02-17
JOB-205056,Risk Manager,Finance,Noida,Remote,Entry-Level,Risk Assessment,770886,979449,2026-01-21
JOB-205057,Risk Manager,Finance,Bengaluru,On-Site,Entry-Level,Investment Analysis,976006,1458936,2026-02-05
JOB-205058,Healthcare Administrator,Healthcare,Delhi,Hybrid,Entry-Level,Hospital Administration,556921,725409,2026-03-28
JOB-205059,Financial Analyst,Finance,Hyderabad,Hybrid,Mid-Level,"Accounting, Tally",1126029,1362132,2026-04-27
JOB-205060,Healthcare Administrator,Healthcare,Pune,Hybrid,Senior,"Healthcare Data, SQL",1330158,1759851,2026-02-01
JOB-205061,SEO Specialist,Marketing,Hyderabad,Hybrid,Senior,Content Writing,1514536,2126144,2026-05-03
JOB-205062,Bioinformatics Scientist,Healthcare,Chennai,Hybrid,Senior,Hospital Administration,1684798,2434755,2026-04-19
JOB-205063,Financial Analyst,Finance,Chennai,Hybrid,Entry-Level,"Financial Modeling, Excel",763706,1045299,2026-01-14
JOB-205064,Content Strategist,Marketing,Noida,Remote,Senior,Social Media Management,1452398,1889562,2026-01-24
JOB-205065,Content Strategist,Marketing,Gurugram,Remote,Senior,Social Media Management,1620245,2287246,2026-05-29
JOB-205066,Product Manager,IT & Tech,Gurugram,Hybrid,Executive,"Python, SQL",2603967,3836134,2026-05-28
JOB-205067,Data Scientist,IT & Tech,Noida,On-Site,Mid-Level,"React, Node.js",1759649,2229420,2026-04-20
JOB-205068,Bioinformatics Scientist,Healthcare,Chennai,On-Site,Lead,"Bioinformatics, Python",1862109,2386452,2026-04-09
JOB-205069,Data Scientist,IT & Tech,Chennai,Hybrid,Mid-Level,"Java, Spring Boot",1122494,1560316,2026-03-07
JOB-205070,Investment Banker,Finance,Delhi,On-Site,Mid-Level,"Accounting, Tally",1041657,1552674,2026-04-27
JOB-205071,Investment Banker,Finance,Pune,On-Site,Lead,"Accounting, Tally",2153554,2851091,2026-02-24
JOB-205072,Risk Manager,Finance,Bengaluru,On-Site,Mid-Level,Risk Assessment,964540,1311223,2026-04-29
JOB-205073,Financial Analyst,Finance,Bengaluru,Hybrid,Mid-Level,Investment Analysis,1581389,2138673,2026-02-01
JOB-205074,Clinical Data Analyst,Healthcare,Gurugram,Hybrid,Mid-Level,Hospital Administration,1176071,1466663,2026-05-07
JOB-205075,Clinical Data Analyst,Healthcare,Bengaluru,Hybrid,Entry-Level,"Healthcare Data, SQL",925998,1330521,2026-01-22
JOB-205076,Data Scientist,IT & Tech,Gurugram,On-Site,Executive,"Java, Spring Boot",2786247,3664207,2026-05-30
JOB-205077,Content Strategist,Marketing,Bengaluru,Remote,Lead,"SEO, Google Analytics",1646515,2321752,2026-01-08
JOB-205078,Bioinformatics Scientist,Healthcare,Noida,Remote,Executive,"Healthcare Data, SQL",2840492,4159016,2026-04-15
JOB-205079,Product Manager,IT & Tech,Chennai,Hybrid,Senior,"Python, SQL",1569279,2261961,2026-02-23
JOB-205080,Software Engineer,IT & Tech,Delhi,Remote,Entry-Level,"Python, Machine Learning",1423013,2119493,2026-02-26
JOB-205081,Clinical Data Analyst,Healthcare,Bengaluru,On-Site,Mid-Level,Hospital Administration,1253735,1800713,2026-04-05
JOB-205082,Cloud Architect,IT & Tech,Noida,Hybrid,Executive,"AWS, Docker",2637590,3199470,2026-03-11
JOB-205083,Data Scientist,IT & Tech,Gurugram,On-Site,Lead,"React, Node.js",2172199,3229711,2026-04-25
JOB-205084,Social Media Expert,Marketing,Delhi,Hybrid,Lead,Content Writing,1854893,2429197,2026-04-14
JOB-205085,Clinical Data Analyst,Healthcare,Hyderabad,On-Site,Lead,"Bioinformatics, Python",1802417,2451457,2026-03-13
JOB-205086,Investment Banker,Finance,Chennai,On-Site,Entry-Level,Risk Assessment,854852,1166580,2026-01-28
JOB-205087,Product Manager,IT & Tech,Chennai,Remote,Executive,"Java, Spring Boot",2558772,3726128,2026-03-04
JOB-205088,Investment Banker,Finance,Bengaluru,On-Site,Lead,Risk Assessment,2108465,2707348,2026-03-03
JOB-205089,Software Engineer,IT & Tech,Chennai,On-Site,Entry-Level,"AWS, Docker",1108943,1618945,2026-03-05
JOB-205090,Bioinformatics Scientist,Healthcare,Mumbai,Hybrid,Entry-Level,Hospital Administration,614181,743928,2026-04-11
JOB-205091,Healthcare Administrator,Healthcare,Hyderabad,On-Site,Entry-Level,"Healthcare Data, SQL",862687,1126448,2026-02-07
JOB-205092,Financial Analyst,Finance,Chennai,On-Site,Senior,Risk Assessment,1311971,1702833,2026-05-25
JOB-205093,Clinical Data Analyst,Healthcare,Gurugram,Hybrid,Lead,Hospital Administration,1723403,2453794,2026-05-09
JOB-205094,DevOps Engineer,IT & Tech,Pune,On-Site,Lead,"Python, SQL",2060699,3031548,2026-02-06
JOB-205095,Investment Banker,Finance,Chennai,On-Site,Lead,"Financial Modeling, Excel",1742130,2245036,2026-05-22
JOB-205096,Cybersecurity Analyst,IT & Tech,Hyderabad,Remote,Entry-Level,"Java, Spring Boot",1047407,1304140,2026-05-02
JOB-205097,Social Media Expert,Marketing,Hyderabad,Remote,Mid-Level,"SEO, Google Analytics",1104706,1411933,2026-04-08
JOB-205098,Financial Analyst,Finance,Mumbai,On-Site,Executive,"Financial Modeling, Excel",3062826,4317731,2026-04-21
JOB-205099,Financial Analyst,Finance,Delhi,On-Site,Entry-Level,Risk Assessment,1065249,1426427,2026-05-24
JOB-205100,Healthcare Administrator,Healthcare,Mumbai,Hybrid,Entry-Level,"Healthcare Data, SQL",946783,1394905,2026-03-25
JOB-205101,Bioinformatics Scientist,Healthcare,Bengaluru,Remote,Senior,"Bioinformatics, Python",1616113,2167312,2026-02-11
JOB-205102,Accountant,Finance,Bengaluru,On-Site,Senior,Risk Assessment,1669995,2456570,2026-04-04
JOB-205103,Product Manager,IT & Tech,Pune,On-Site,Mid-Level,"Java, Spring Boot",1059273,1314232,2026-03-24
JOB-205104,Bioinformatics Scientist,Healthcare,Bengaluru,On-Site,Senior,"Bioinformatics, Python",1629678,2413656,2026-02-27
JOB-205105,Software Engineer,IT & Tech,Chennai,Remote,Executive,"Java, Spring Boot",3015404,4382094,2026-04-08
JOB-205106,Cloud Architect,IT & Tech,Chennai,Hybrid,Mid-Level,"Cybersecurity, Network",1485146,1941301,2026-04-30
JOB-205107,SEO Specialist,Marketing,Delhi,On-Site,Lead,Digital Marketing,1707811,2271574,2026-05-31
JOB-205108,Financial Analyst,Finance,Pune,On-Site,Mid-Level,Risk Assessment,908706,1234414,2026-04-23
JOB-205109,Content Strategist,Marketing,Bengaluru,On-Site,Mid-Level,Digital Marketing,1090303,1331940,2026-04-12
JOB-205110,Bioinformatics Scientist,Healthcare,Mumbai,On-Site,Executive,"Bioinformatics, Python",2845612,3689546,2026-05-09
JOB-205111,SEO Specialist,Marketing,Mumbai,On-Site,Senior,Content Writing,1287658,1591489,2026-03-31
JOB-205112,Bioinformatics Scientist,Healthcare,Noida,Remote,Mid-Level,"Healthcare Data, SQL",1149687,1646839,2026-01-22
JOB-205113,Investment Banker,Finance,Noida,Hybrid,Lead,"Accounting, Tally",1893476,2495133,2026-03-22
JOB-205114,Cloud Architect,IT & Tech,Chennai,Hybrid,Mid-Level,"AWS, Docker",1240784,1515325,2026-05-02
JOB-205115,Software Engineer,IT & Tech,Pune,Hybrid,Entry-Level,"AWS, Docker",1106844,1624835,2026-02-20
JOB-205116,Cloud Architect,IT & Tech,Hyderabad,Hybrid,Lead,"AWS, Docker",1865318,2746342,2026-01-13
JOB-205117,SEO Specialist,Marketing,Chennai,On-Site,Entry-Level,Digital Marketing,566629,757477,2026-02-01
JOB-205118,Financial Analyst,Finance,Noida,Remote,Executive,"Financial Modeling, Excel",3124360,3905460,2026-03-21
JOB-205119,Content Strategist,Marketing,Noida,On-Site,Lead,Digital Marketing,1958825,2805698,2026-02-15
JOB-205120,Data Scientist,IT & Tech,Pune,Remote,Senior,"AWS, Docker",2236545,3096800,2026-01-17
JOB-205121,Social Media Expert,Marketing,Pune,On-Site,Senior,Social Media Management,1654519,2072086,2026-03-26
JOB-205122,Product Manager,IT & Tech,Chennai,On-Site,Entry-Level,"Cybersecurity, Network",704749,945560,2026-02-18
JOB-205123,Risk Manager,Finance,Delhi,On-Site,Senior,Risk Assessment,1883861,2405678,2026-04-08
JOB-205124,Marketing Manager,Marketing,Bengaluru,Hybrid,Lead,Content Writing,1883783,2429224,2026-01-10
JOB-205125,Clinical Data Analyst,Healthcare,Bengaluru,Remote,Lead,"Healthcare Data, SQL",2137433,2857189,2026-04-20
JOB-205126,Investment Banker,Finance,Gurugram,Hybrid,Lead,Risk Assessment,1797518,2564659,2026-05-05
JOB-205127,Investment Banker,Finance,Mumbai,On-Site,Executive,Investment Analysis,2759615,3930893,2026-02-04
JOB-205128,SEO Specialist,Marketing,Gurugram,On-Site,Senior,Digital Marketing,1216331,1794505,2026-05-31
JOB-205129,Bioinformatics Scientist,Healthcare,Gurugram,Hybrid,Mid-Level,"Bioinformatics, Python",1372863,2033101,2026-04-04
JOB-205130,Product Manager,IT & Tech,Bengaluru,On-Site,Entry-Level,"AWS, Docker",1027104,1299963,2026-03-20
JOB-205131,Accountant,Finance,Gurugram,Hybrid,Entry-Level,"Financial Modeling, Excel",1084180,1406125,2026-01-09
JOB-205132,Cybersecurity Analyst,IT & Tech,Hyderabad,Remote,Lead,"Java, Spring Boot",2075325,3010280,2026-01-22
JOB-205133,Bioinformatics Scientist,Healthcare,Delhi,Hybrid,Senior,"Bioinformatics, Python",1642699,1983390,2026-05-10
JOB-205134,SEO Specialist,Marketing,Bengaluru,Hybrid,Entry-Level,Content Writing,855256,1266401,2026-05-04
JOB-205135,Risk Manager,Finance,Hyderabad,Remote,Senior,Investment Analysis,1535753,2028698,2026-04-16
JOB-205136,DevOps Engineer,IT & Tech,Bengaluru,On-Site,Lead,"Python, Machine Learning",2218459,2748583,2026-04-15
JOB-205137,Bioinformatics Scientist,Healthcare,Noida,Hybrid,Mid-Level,"Healthcare Data, SQL",1097102,1518436,2026-01-02
JOB-205138,Data Scientist,IT & Tech,Delhi,Remote,Senior,"Cybersecurity, Network",1636308,2425531,2026-02-20
JOB-205139,Accountant,Finance,Delhi,Remote,Mid-Level,Investment Analysis,1308575,1882967,2026-05-25
JOB-205140,Bioinformatics Scientist,Healthcare,Noida,Remote,Executive,Hospital Administration,2628443,3730082,2026-05-12
JOB-205141,Healthcare Administrator,Healthcare,Gurugram,Remote,Senior,"Healthcare Data, SQL",1455670,1966867,2026-02-01
JOB-205142,Marketing Manager,Marketing,Noida,On-Site,Mid-Level,Digital Marketing,1137114,1481100,2026-04-23
JOB-205143,Investment Banker,Finance,Noida,Hybrid,Lead,"Accounting, Tally",1972285,2434124,2026-03-04
JOB-205144,Accountant,Finance,Mumbai,Remote,Entry-Level,Investment Analysis,984881,1382005,2026-03-21
JOB-205145,Healthcare Administrator,Healthcare,Hyderabad,Remote,Senior,"Bioinformatics, Python",1462707,1899585,2026-05-03
JOB-205146,Marketing Manager,Marketing,Bengaluru,On-Site,Mid-Level,Content Writing,1199726,1537773,2026-01-18
JOB-205147,Bioinformatics Scientist,Healthcare,Mumbai,Remote,Entry-Level,"Healthcare Data, SQL",569409,688914,2026-04-19
JOB-205148,SEO Specialist,Marketing,Delhi,On-Site,Executive,Digital Marketing,2581936,3707298,2026-05-05
JOB-205149,Clinical Data Analyst,Healthcare,Bengaluru,Hybrid,Mid-Level,Hospital Administration,1265165,1831360,2026-04-02
JOB-205150,Clinical Data Analyst,Healthcare,Pune,Remote,Lead,Hospital Administration,2061191,2764549,2026-03-07
